staff_id,staff_fname,staff_lname,dept,country,email,role
160218,Eva,Tan,HR,Singapore,eva.tan@allinone.com.sg,2
160225,Sophia,Fu,HR,Singapore,sophia.fu@allinone.com.sg,4
160290,Champa,Pheap,HR,Singapore,champa.pheap@allinone.com.sg,2
160293,Hakim,Sulaiman,HR,Singapore,hakim.sulaiman@allinone.com.sg,2
160295,Seng,Sao,HR,Singapore,seng.sao@allinone.com.sg,2
160298,Chandara,Tith,HR,Singapore,chandara.tith@allinone.com.sg,2
160305,Chanh,Tith,HR,Singapore,chanh.tith@allinone.com.sg,2
160307,Priya,Kumar,HR,Singapore,priya.kumar@allinone.com.sg,2
160313,Rithy,Sok,HR,Singapore,rithy.sok@allinone.com.sg,4
160316,Arifin,Saputra,HR,Singapore,arifin.saputra@allinone.com.sg,4
160328,Hlaing,Myat,HR,Singapore,hlaing.myat@allinone.com.sg,3
160330,Chin,Chen,HR,Singapore,chin.chen@allinone.com.sg,4
170166,David,Yap,Finance,Singapore,david.yap@allinone.com.sg,3
170233,Logan,Goh,Finance,Singapore,logan.goh@allinone.com.sg,2
170238,Jackson,Chan,Finance,Singapore,jackson.chan@allinone.com.sg,2
170245,Aiden,Teo,Finance,Singapore,aiden.teo@allinone.com.sg,2
170655,Samuel,Lee,Finance,Singapore,samuel.lee@allinone.com.sg,2
170866,Susan,Lim,Finance,Singapore,susan.lim@allinone.com.sg,2
171008,Janice,Heng,Finance,Singapore,janice.heng@allinone.com.sg,2
180001,Ernst,Sim,Consultancy,Singapore,ernst.sim@allinone.com.sg,3
180010,Samsul,Rahman,Consultancy,Singapore,samsul.rahman@allinone.com.sg,2
180012,Ji,Han,Consultancy,Singapore,ji.han@allinone.com.sg,3
180015,Anil,Kumar,Consultancy,Singapore,anil.kumar@allinone.com.sg,2
180026,Rithya,Suon,Consultancy,Singapore,rithya.suon@allinone.com.sg,2
180029,Chandra,Pandey,Consultancy,Singapore,chandra.pandey@allinone.com.sg,3
180032,Phalla,Yong,Consultancy,Singapore,phalla.yong@allinone.com.sg,2
180036,Siv,Sun,Consultancy,Singapore,siv.sun@allinone.com.sg,2
190008,Hakim,Rahman,Solutioning,Singapore,hakim.rahman@allinone.com.sg,2
190010,Narong,Chen,Solutioning,Singapore,narong.chen@allinone.com.sg,2
190015,Phuc,Lam,Solutioning,Singapore,phuc.lam@allinone.com.sg,2
190018,Phanith,Sok,Solutioning,Singapore,phanith.sok@allinone.com.sg,2
190027,Boun,Sok,Solutioning,Singapore,boun.sok@allinone.com.sg,2
190029,Samsul,Saifullah,Solutioning,Singapore,samsul.saifullah@allinone.com.sg,2
190031,Mani,Prasad,Solutioning,Singapore,mani.prasad@allinone.com.sg,2
190035,Kumari,Devi,Solutioning,Singapore,kumari.devi@allinone.com.sg,2
190057,Amara,Singh,Solutioning,Singapore,amara.singh@allinone.com.sg,2
190058,Srey,Mao,Solutioning,Singapore,srey.mao@allinone.com.sg,2
190059,Phuc,Le,Solutioning,Singapore,phuc.le@allinone.com.sg,3
190066,Rina,Siriporn,Solutioning,Malaysia,rina.siriporn@allinone.com.my,2
190067,Minh,Ly,Solutioning,Malaysia,minh.ly@allinone.com.my,3
190068,Chandara,Kim,Solutioning,Malaysia,chandara.kim@allinone.com.my,2
190075,Ngoc,Trinh,Solutioning,Indonesia,ngoc.trinh@allinone.com.id,2
190076,Manoj,Kumar,Solutioning,Indonesia,manoj.kumar@allinone.com.id,2
190079,Chin,Lim,Solutioning,Vietnam,chin.lim@allinone.com.vn,2
210001,Peter,Yap,IT,Singapore,peter.aypallinone.com.sg,3
